,color,director_name,num_critic_for_reviews,duration,director_facebook_likes,actor_3_facebook_likes,actor_2_name,actor_1_facebook_likes,genres,actor_1_name,movie_title,num_voted_users,cast_total_facebook_likes,actor_3_name,facenumber_in_poster,plot_keywords,movie_imdb_link,num_user_for_reviews,language,country,content_rating,budget,title_year,actor_2_facebook_likes,imdb_score,aspect_ratio,movie_facebook_likes,gross
2340,Color,Kevin Munroe,138.0,107.0,14.0,311.0,Laura Spencer,403.0,Action|Comedy|Crime|Fantasy|Horror|Mystery|Sci-Fi|Thriller,Marco St. John,Dylan Dog: Dead of Night ,13026,1577,Anita Briem,1.0,close up of eyes|monster|quirkiness|supernatural|vomiting,http://www.imdb.com/title/tt1013860/?ref_=fn_tt_tt_1,75.0,English,USA,PG-13,20000000.0,2010.0,368.0,5.1,2.35,0,1183354.0
2083,Color,John Pasquin,64.0,97.0,11.0,595.0,Eric Lloyd,901.0,Comedy|Drama|Family|Fantasy,Judge Reinhold,The Santa Clause ,64742,2790,Peter Boyle,0.0,1990s|christmas|christmas eve|sleigh|surrealism,http://www.imdb.com/title/tt0111070/?ref_=fn_tt_tt_1,111.0,English,USA,PG,22000000.0,1994.0,775.0,6.4,1.85,0,144833357.0
853,Color,Barry Levinson,55.0,128.0,272.0,383.0,Dylan Baker,2000.0,Drama|Thriller,Demi Moore,Disclosure ,36587,3888,Roma Maffia,0.0,computer|marriage|non statutory female on male rape|promotion|sexual harassment,http://www.imdb.com/title/tt0109635/?ref_=fn_tt_tt_1,95.0,English,USA,R,55000000.0,1994.0,812.0,6.0,2.35,0,83000000.0
4741, Black and White,Morgan J. Freeman,17.0,86.0,204.0,474.0,Heather Matarazzo,659.0,Crime|Drama|Romance,Edie Falco,Hurricane Streets ,1038,2322,Lynn Cohen,3.0,gang|new mexico|prison|smuggling|theft,http://www.imdb.com/title/tt0119338/?ref_=fn_tt_tt_1,21.0,English,USA,R,500000.0,1997.0,529.0,6.5,1.85,51,334041.0
699,Color,Phillip Noyce,42.0,141.0,176.0,672.0,Dean Jones,11000.0,Action|Crime|Drama|Thriller,Harrison Ford,Clear and Present Danger ,69663,14178,Raymond Cruz,1.0,cia|colombia|colombian drug cartel|drugs|president,http://www.imdb.com/title/tt0109444/?ref_=fn_tt_tt_1,133.0,English,USA,PG-13,62000000.0,1994.0,913.0,6.9,2.35,0,122012710.0
1165,Color,Larry Charles,288.0,81.0,119.0,412.0,Elton John,468.0,Comedy,Bono,Brüno ,119622,2134,Slash,1.0,austrian|fame|fashion|gay lead character|mockumentary,http://www.imdb.com/title/tt0889583/?ref_=fn_tt_tt_1,396.0,English,USA,R,42000000.0,2009.0,442.0,5.8,1.85,0,59992760.0
1998,Color,Uwe Boll,143.0,92.0,892.0,492.0,Udo Kier,783.0,Action|Adventure|Fantasy|Horror,Meat Loaf,BloodRayne ,30628,2930,Michael Paré,2.0,escape|half human|king|vampire|vampire hunter,http://www.imdb.com/title/tt0383222/?ref_=fn_tt_tt_1,471.0,English,USA,R,25000000.0,2005.0,595.0,2.9,2.35,937,1550000.0
4406,Color,Noah Baumbach,110.0,88.0,387.0,18.0,Elizabeth Meriwether,436.0,Comedy|Drama,William Baldwin,The Squid and the Whale ,60295,479,Owen Kline,0.0,boy|divorce|tennis|tennis coach|writer,http://www.imdb.com/title/tt0367089/?ref_=fn_tt_tt_1,232.0,English,USA,R,1500000.0,2005.0,25.0,7.4,1.85,0,7362100.0
825,Color,Anthony Hemingway,144.0,125.0,143.0,519.0,Nate Parker,1000.0,Action|Adventure|Drama|History|War,David Oyelowo,Red Tails ,28807,4416,Tristan Mack Wilds,0.0,african american|battle|italy|tuskegee airmen|world war two,http://www.imdb.com/title/tt0485985/?ref_=fn_tt_tt_1,273.0,English,USA,PG-13,58000000.0,2012.0,664.0,5.9,2.35,0,49875589.0
1179,Color,Brian Helgeland,167.0,144.0,241.0,996.0,Rufus Sewell,13000.0,Action|Adventure|Romance,Heath Ledger,A Knight's Tale ,137003,18761,Bérénice Bejo,1.0,chaucer|jousting|knight|medieval times|tournament,http://www.imdb.com/title/tt0183790/?ref_=fn_tt_tt_1,658.0,English,USA,PG-13,65000000.0,2001.0,3000.0,6.9,2.35,0,56083966.0
2511,Color,Trent Cooper,37.0,89.0,0.0,323.0,Larry the Cable Guy,690.0,Comedy|Romance,Thomas F. Wilson,Larry the Cable Guy: Health Inspector ,9104,2135,Megyn Price,2.0,diner|food poisoning|health inspector|restaurant|undercover,http://www.imdb.com/title/tt0462395/?ref_=fn_tt_tt_1,112.0,English,USA,PG-13,4000000.0,2006.0,400.0,3.1,1.33,110,15655665.0
1339,Color,Andy Tennant,97.0,108.0,72.0,559.0,Mary Lynn Rajskub,982.0,Comedy|Romance,Ethan Embry,Sweet Home Alabama ,83786,4251,Courtney Gains,1.0,alabama|divorce|divorce papers|husband wife relationship|new york city,http://www.imdb.com/title/tt0256415/?ref_=fn_tt_tt_1,392.0,English,USA,PG-13,38000000.0,2002.0,935.0,6.1,2.35,0,127214072.0
4173,Color,Rand Ravich,107.0,109.0,7.0,1000.0,Charlize Theron,40000.0,Drama|Sci-Fi|Thriller,Johnny Depp,The Astronaut's Wife ,45500,52621,Clea DuVall,0.0,astronaut|electrocuted in bathtub|mission|pilot|sister,http://www.imdb.com/title/tt0138304/?ref_=fn_tt_tt_1,260.0,English,USA,R,34000000.0,1999.0,9000.0,5.3,1.85,1000,10654581.0
1641,Color,Bobby Farrelly,162.0,92.0,101.0,760.0,Larry David,971.0,Comedy,Kate Upton,The Three Stooges ,25484,6137,Sean Hayes,0.0,mule|nun|orphanage|tennis court|the three stooges,http://www.imdb.com/title/tt0383010/?ref_=fn_tt_tt_1,189.0,English,USA,PG,,2012.0,860.0,5.1,1.85,13000,44328238.0
2291,Color,Woody Allen,69.0,101.0,11000.0,2.0,Gaby Hoffmann,1000.0,Comedy|Musical|Romance,Natasha Lyonne,Everyone Says I Love You ,30083,1614,Jeff DeRocker,0.0,engagement|grandfather|liberal|maid|song,http://www.imdb.com/title/tt0116242/?ref_=fn_tt_tt_1,140.0,English,USA,R,20000000.0,1996.0,612.0,6.8,1.85,0,9714482.0
1141,Color,George P. Cosmatos,96.0,96.0,170.0,668.0,Julia Nickson,13000.0,Action|Adventure|Thriller|War,Sylvester Stallone,Rambo: First Blood Part II ,117606,15662,Martin Kove,0.0,1980s|mission|prison|rambo|vietnam,http://www.imdb.com/title/tt0089880/?ref_=fn_tt_tt_1,217.0,English,USA,R,44000000.0,1985.0,738.0,6.4,2.35,0,150415432.0
1473,Color,Allen Hughes,298.0,109.0,90.0,344.0,James Ransone,1000.0,Crime|Drama|Thriller,Alona Tal,Broken City ,63548,2073,Michael Beach,3.0,election|father son relationship|fellatio|gay slur|title spoken by character,http://www.imdb.com/title/tt1235522/?ref_=fn_tt_tt_1,134.0,English,USA,R,35000000.0,2013.0,412.0,6.2,2.35,0,19692608.0
2543,Color,Todd Phillips,103.0,94.0,480.0,486.0,Rachel Blanchard,1000.0,Comedy,Ethan Suplee,Road Trip ,132963,3889,Paulo Costanzo,5.0,blonde|college|friend|highway travel|road trip,http://www.imdb.com/title/tt0215129/?ref_=fn_tt_tt_1,302.0,English,USA,R,15600000.0,2000.0,490.0,6.5,1.85,0,68525609.0
1759,Color,Zack Snyder,287.0,110.0,0.0,1000.0,Kevin Zegers,3000.0,Action|Horror|Thriller,Ty Burrell,Dawn of the Dead ,194422,10438,Mekhi Phifer,0.0,mall|mayhem|nurse|rear entry sex|survival horror,http://www.imdb.com/title/tt0363547/?ref_=fn_tt_tt_1,1057.0,English,USA,R,26000000.0,2004.0,2000.0,7.4,2.35,7000,58885635.0
2099,Color,Paul McGuigan,159.0,110.0,118.0,287.0,Spencer Wilding,11000.0,Drama|Horror|Sci-Fi|Thriller,Daniel Radcliffe,Victor Frankenstein ,28621,12876,Daniel Mays,2.0,assistant|experiment|frankenstein|medical student|scientist,http://www.imdb.com/title/tt1976009/?ref_=fn_tt_tt_1,91.0,English,USA,PG-13,40000000.0,2015.0,1000.0,6.0,2.35,11000,5773519.0
494,Color,Barry Cook,113.0,87.0,43.0,210.0,Tiya Sircar,882.0,Adventure|Animation|Family,Charlie Rowe,Walking with Dinosaurs 3D ,8913,1971,Madison Rothschild,0.0,brother|dinosaur|head butt|hero|orphan,http://www.imdb.com/title/tt1762399/?ref_=fn_tt_tt_1,66.0,English,USA,PG,80000000.0,2013.0,396.0,5.2,2.35,0,36073232.0
4725,Color,Joe Camp,5.0,86.0,24.0,142.0,Peter Breck,407.0,Adventure|Family|Romance,Frances Bavier,Benji ,3411,1090,Edgar Buchanan,0.0,animal abuse|cat|dog|dog movie|tween girl,http://www.imdb.com/title/tt0071206/?ref_=fn_tt_tt_1,36.0,English,USA,G,500000.0,1974.0,189.0,6.1,1.85,816,39552600.0
207,Color,Francis Lawrence,403.0,123.0,508.0,14000.0,Philip Seymour Hoffman,34000.0,Adventure|Sci-Fi|Thriller,Jennifer Lawrence,The Hunger Games: Mockingjay - Part 1 ,305008,81385,Josh Hutcherson,1.0,based on young adult novel|manipulation|rebellion|symbol|uprising,http://www.imdb.com/title/tt1951265/?ref_=fn_tt_tt_1,591.0,English,USA,PG-13,125000000.0,2014.0,22000.0,6.7,2.35,52000,337103873.0
2450,Color,Jason Reitman,217.0,111.0,655.0,405.0,Kate Winslet,24000.0,Drama,J.K. Simmons,Labor Day ,31898,39307,Brooke Smith,1.0,baseball|baseball practice|escaped convict|neighbor|tied to a chair,http://www.imdb.com/title/tt1967545/?ref_=fn_tt_tt_1,111.0,English,USA,PG-13,18000000.0,2013.0,14000.0,6.9,2.35,0,13362308.0
90,Color,Rich Moore,377.0,101.0,66.0,833.0,Sarah Silverman,975.0,Adventure|Animation|Comedy|Family|Sci-Fi,Jack McBrayer,Wreck-It Ralph ,272534,4451,Joe Lo Truglio,1.0,arcade|candy|glitch|king|medal,http://www.imdb.com/title/tt1772341/?ref_=fn_tt_tt_1,345.0,English,USA,PG,165000000.0,2012.0,931.0,7.8,2.35,40000,189412677.0
697,Color,Steven Spielberg,308.0,127.0,14000.0,191.0,Ariana Richards,967.0,Adventure|Sci-Fi|Thriller,Wayne Knight,Jurassic Park ,613473,2129,Bob Peck,0.0,dinosaur|jurassic park|survival|theme park|tyrannosaurus rex,http://www.imdb.com/title/tt0107290/?ref_=fn_tt_tt_1,895.0,English,USA,PG-13,63000000.0,1993.0,610.0,8.1,1.85,19000,356784000.0
1650,Color,John Stockwell,69.0,104.0,134.0,64.0,Mika Boorem,585.0,Drama|Romance|Sport,Faizon Love,Blue Crush ,26066,1165,Sanoe Lake,3.0,bikini|female surfer|sister sister relationship|surfing contest|swimsuit,http://www.imdb.com/title/tt0300532/?ref_=fn_tt_tt_1,216.0,English,USA,PG-13,30000000.0,2002.0,495.0,5.6,1.85,0,40118420.0
1885,Color,Ethan Coen,488.0,122.0,1000.0,883.0,Stephen Root,2000.0,Crime|Drama|Thriller,Kelly Macdonald,No Country for Old Men ,612060,4738,Barry Corbin,0.0,coin toss|desert|sheriff|texas|tracking device,http://www.imdb.com/title/tt0477348/?ref_=fn_tt_tt_1,1518.0,English,USA,R,25000000.0,2007.0,939.0,8.1,2.35,21000,74273505.0
1923,Color,Mark Helfrich,127.0,101.0,7.0,440.0,Dan Fogler,1000.0,Comedy|Romance,Dane Cook,Good Luck Chuck ,74622,2822,Chelan Simmons,1.0,breasts|leg spreading|mini skirt|sex|sex in bed,http://www.imdb.com/title/tt0452625/?ref_=fn_tt_tt_1,150.0,English,USA,R,25000000.0,2007.0,562.0,5.6,1.85,0,35000629.0
4560,Color,Gillian Robespierre,155.0,84.0,9.0,313.0,Jenny Slate,612.0,Comedy|Drama,Gaby Hoffmann,Obvious Child ,16594,1587,Jake Lacy,1.0,abortion|divorced parents|one night stand|pregnancy|pregnant,http://www.imdb.com/title/tt2910274/?ref_=fn_tt_tt_1,73.0,English,USA,R,,2014.0,457.0,6.8,2.35,0,3122616.0
2631,Color,Jim Fall,66.0,94.0,13.0,566.0,Adam Lamberg,925.0,Adventure|Comedy|Family|Music|Romance,Clayton Snyder,The Lizzie McGuire Movie ,27580,3423,Alex Borstein,1.0,best friend|roma|singer|spaghetti|teenager,http://www.imdb.com/title/tt0306841/?ref_=fn_tt_tt_1,172.0,English,USA,PG,17000000.0,2003.0,738.0,5.3,2.35,0,42672630.0
573,Color,Mel Gibson,132.0,178.0,0.0,403.0,Patrick McGoohan,906.0,Biography|Drama|History|War,Mhairi Calvey,Braveheart ,736638,1976,James Robinson,1.0,14th century|legend|revolt|scotland|tyranny,http://www.imdb.com/title/tt0112573/?ref_=fn_tt_tt_1,1065.0,English,USA,R,72000000.0,1995.0,466.0,8.4,2.35,17000,75600000.0
1193,Color,Shawn Levy,104.0,94.0,189.0,597.0,Alyson Stoner,3000.0,Comedy|Family,Tom Welling,Cheaper by the Dozen ,75152,7014,Bonnie Hunt,15.0,9 year old|house|illinois|new job|vomiting,http://www.imdb.com/title/tt0349205/?ref_=fn_tt_tt_1,288.0,English,USA,PG,40000000.0,2003.0,2000.0,5.8,1.85,0,138614544.0
1787,Color,John Carpenter,156.0,98.0,0.0,900.0,Clea DuVall,26000.0,Action|Horror|Sci-Fi,Jason Statham,Ghosts of Mars ,43006,28867,Natasha Henstridge,5.0,head on a stake|machine gun|martian|nuclear reactor|outer space,http://www.imdb.com/title/tt0228333/?ref_=fn_tt_tt_1,460.0,English,USA,R,28000000.0,2001.0,1000.0,4.9,2.35,0,8434601.0
2708,Color,Mort Nathan,63.0,97.0,2.0,461.0,Lin Shaye,890.0,Comedy,Vivica A. Fox,Boat Trip ,26598,3161,Bob Gunton,4.0,gay|hot air balloon|rejecting a marriage proposal|talking to a dog|vomiting on someone,http://www.imdb.com/title/tt0285462/?ref_=fn_tt_tt_1,132.0,English,USA,R,20000000.0,2002.0,852.0,4.9,1.85,1000,8586376.0
896,Color,Cameron Crowe,190.0,123.0,488.0,2000.0,Kirsten Dunst,5000.0,Comedy|Drama|Romance,Orlando Bloom,Elizabethtown ,58658,12700,Judy Greer,0.0,flight|flight attendant|kentucky|shoes|travel,http://www.imdb.com/title/tt0368709/?ref_=fn_tt_tt_1,495.0,English,USA,PG-13,57000000.0,2005.0,4000.0,6.4,1.85,0,26838389.0
974,Color,Ridley Scott,97.0,125.0,0.0,957.0,Demi Moore,10000.0,Action|Drama|War,Viggo Mortensen,G.I. Jane ,60326,15569,John Michael Higgins,1.0,feminism|hit in the crotch|kicked in the crotch|kicked in the testicles|navy,http://www.imdb.com/title/tt0119173/?ref_=fn_tt_tt_1,142.0,English,USA,R,50000000.0,1997.0,2000.0,5.8,2.35,2000,48154732.0
577,Color,Renny Harlin,109.0,116.0,212.0,462.0,Estella Warren,13000.0,Action|Drama|Sport,Sylvester Stallone,Driven ,34435,14780,Cristián de la Fuente,0.0,car race|german|race car|race car driver|rookie,http://www.imdb.com/title/tt0132245/?ref_=fn_tt_tt_1,346.0,English,USA,PG-13,72000000.0,2001.0,658.0,4.5,2.35,886,32616869.0
946,Color,Spike Lee,230.0,129.0,0.0,277.0,James Ransone,18000.0,Crime|Drama|Mystery|Thriller,Denzel Washington,Inside Man ,273108,19148,Peter Gerety,2.0,bank|detective|negotiation|police|robber,http://www.imdb.com/title/tt0454848/?ref_=fn_tt_tt_1,646.0,English,USA,R,45000000.0,2006.0,412.0,7.6,2.35,0,88504640.0
1206,Color,Anthony Minghella,203.0,139.0,333.0,1000.0,Matt Damon,22000.0,Crime|Drama|Thriller,Philip Seymour Hoffman,The Talented Mr. Ripley ,137891,36810,Jack Davenport,1.0,1950s|italy|mistaken identity|nudity|sociopath,http://www.imdb.com/title/tt0134119/?ref_=fn_tt_tt_1,696.0,English,USA,R,40000000.0,1999.0,13000.0,7.3,1.85,0,81292135.0
2038,Color,Brian Robbins,51.0,107.0,48.0,940.0,Ellen Albertini Dow,1000.0,Comedy|Sport,Oliver Platt,Ready to Rumble ,11709,4971,Martin Landau,1.0,gay subtext|homoerotic fight|homoeroticism|homosexual subtext|wcw wrestling,http://www.imdb.com/title/tt0217756/?ref_=fn_tt_tt_1,101.0,English,USA,PG-13,24000000.0,2000.0,957.0,5.3,1.85,650,12372410.0
1005,Color,Tom Tykwer,245.0,118.0,670.0,294.0,Brían F. O'Byrne,6000.0,Action|Crime|Drama|Mystery|Thriller,Naomi Watts,The International ,80196,7654,Armin Mueller-Stahl,0.0,bank|chase|district attorney|interpol|murder,http://www.imdb.com/title/tt0963178/?ref_=fn_tt_tt_1,190.0,English,USA,R,50000000.0,2009.0,450.0,6.5,2.35,0,25450527.0
2798,Color,Shawn Levy,69.0,88.0,189.0,799.0,Donald Faison,934.0,Adventure|Comedy|Family,Frankie Muniz,Big Fat Liar ,29008,3707,Lee Majors,1.0,brunette|film producer|liar|prank|stunt,http://www.imdb.com/title/tt0265298/?ref_=fn_tt_tt_1,99.0,English,USA,PG,15000000.0,2002.0,927.0,5.4,1.85,896,47811275.0
2823,Color,Steve Pink,107.0,99.0,38.0,390.0,Gillian Jacobs,3000.0,Comedy|Sci-Fi,Adam Scott,Hot Tub Time Machine 2 ,28159,4702,Collette Wolfe,4.0,acid trip|gameshow|hot tub|time lord|time machine,http://www.imdb.com/title/tt2637294/?ref_=fn_tt_tt_1,96.0,English,USA,R,14000000.0,2015.0,837.0,5.1,1.85,0,12282677.0
1824,Color,Robert Rodriguez,76.0,89.0,0.0,640.0,Joel McHale,2000.0,Action|Adventure|Comedy|Family|Sci-Fi,Alexa PenaVega,Spy Kids: All the Time in the World in 4D ,15866,4311,Daryl Sabara,5.0,2010s|3 dimensional|breath holding contest|child spy|spy,http://www.imdb.com/title/tt1517489/?ref_=fn_tt_tt_1,83.0,English,USA,PG,27000000.0,2011.0,734.0,3.6,1.85,0,38536376.0
4098,Color,Darren Stein,49.0,87.0,18.0,844.0,Judy Greer,3000.0,Comedy|Crime|Thriller,Julie Benz,Jawbreaker ,18711,9555,Jeff Conaway,3.0,best friend|bitch|friend|popular girl|prom,http://www.imdb.com/title/tt0155776/?ref_=fn_tt_tt_1,183.0,English,USA,R,3500000.0,1999.0,2000.0,5.4,1.85,0,3071947.0
1059,Color,Penny Marshall,89.0,132.0,545.0,807.0,Adam Garcia,919.0,Biography|Comedy|Drama,Rosie Perez,Riding in Cars with Boys ,22447,4796,Alissa Dean,1.0,boy|college|heroin|working class|writer,http://www.imdb.com/title/tt0200027/?ref_=fn_tt_tt_1,210.0,English,USA,PG-13,48000000.0,2001.0,811.0,6.4,1.85,0,29781453.0
4532,Color,John Carpenter,212.0,89.0,0.0,606.0,Hal Holbrook,2000.0,Fantasy|Horror,Jamie Lee Curtis,The Fog ,46493,4878,Janet Leigh,0.0,california|fog|leper|lighthouse|ship,http://www.imdb.com/title/tt0080749/?ref_=fn_tt_tt_1,335.0,English,USA,R,1000000.0,1980.0,826.0,6.8,2.35,7000,21378000.0
2158,Color,Jonathan Demme,185.0,138.0,438.0,173.0,Scott Glenn,12000.0,Crime|Drama|Horror|Thriller,Anthony Hopkins,The Silence of the Lambs ,887467,13184,Anthony Heald,0.0,case file|fbi agent|psycho thriller|psychopath|serial killer,http://www.imdb.com/title/tt0102926/?ref_=fn_tt_tt_1,916.0,English,USA,R,19000000.0,1991.0,826.0,8.6,1.85,40000,130727000.0
3778,Color,Jake Kasdan,81.0,116.0,52.0,102.0,Ryan O'Neal,624.0,Comedy|Crime|Drama|Mystery|Thriller,Kim Dickens,Zero Effect ,12366,1209,Angela Featherstone,2.0,blackmail|client|private detective|private investigator|tycoon,http://www.imdb.com/title/tt0120906/?ref_=fn_tt_tt_1,151.0,English,USA,R,5000000.0,1998.0,385.0,7.0,1.85,507,1980338.0
2253,Color,Robert Rodriguez,165.0,108.0,0.0,844.0,Salma Hayek,16000.0,Crime|Fantasy|Horror,Quentin Tarantino,From Dusk Till Dawn ,219091,23296,Cheech Marin,2.0,brother|human versus vampire|rapist|stripper|vampire,http://www.imdb.com/title/tt0116367/?ref_=fn_tt_tt_1,592.0,English,USA,R,19000000.0,1996.0,4000.0,7.3,1.85,12000,25753840.0
4536,Color,Joe Dante,161.0,91.0,287.0,725.0,Robert Picardo,1000.0,Horror,Patrick Macnee,The Howling ,22773,4438,Dee Wallace,0.0,1980s|forest|lycanthrope|shapeshifting|werewolf transformation,http://www.imdb.com/title/tt0082533/?ref_=fn_tt_tt_1,195.0,English,USA,R,1000000.0,1981.0,823.0,6.6,1.85,0,17986000.0
1297,Color,John Carpenter,40.0,99.0,0.0,402.0,Michael McKean,782.0,Comedy|Romance|Sci-Fi|Thriller,Richard Epcar,Memoirs of an Invisible Man ,17365,2125,Patricia Heaton,2.0,accident|bar|chase|cia|laboratory,http://www.imdb.com/title/tt0104850/?ref_=fn_tt_tt_1,66.0,English,USA,PG-13,40000000.0,1992.0,658.0,5.9,2.35,630,14358033.0
4752,Color,Tim Johnson,165.0,94.0,12.0,183.0,Matt Jones,17000.0,Adventure|Animation|Comedy|Family|Fantasy|Sci-Fi,Jim Parsons,Home ,70136,17883,April Winchell,0.0,alien friendship|alien invasion|australia|flying car|mother daughter relationship,http://www.imdb.com/title/tt2224026/?ref_=fn_tt_tt_1,214.0,English,USA,PG,135000000.0,2015.0,523.0,6.7,1.85,26000,177343675.0
2636,Color,James Mangold,131.0,120.0,446.0,1000.0,Sylvester Stallone,22000.0,Crime|Drama|Thriller,Robert De Niro,Cop Land ,69576,40117,Janeane Garofalo,3.0,corruption|faked death|falling off a roof|internal affairs|nypd,http://www.imdb.com/title/tt0118887/?ref_=fn_tt_tt_1,207.0,English,USA,R,10000000.0,1997.0,13000.0,6.9,1.85,2000,44886089.0
1675,Color,Brett Leonard,44.0,106.0,32.0,650.0,Costas Mandylor,18000.0,Action|Crime|Sci-Fi|Thriller,Denzel Washington,Virtuosity ,23579,20772,Traci Lords,1.0,android|ex cop|serial killer|virtual character come to life|virtual reality,http://www.imdb.com/title/tt0114857/?ref_=fn_tt_tt_1,88.0,English,USA,R,30000000.0,1995.0,723.0,5.5,2.35,0,24048000.0
160,Color,J.J. Abrams,518.0,127.0,14000.0,981.0,Leonard Nimoy,26000.0,Action|Adventure|Sci-Fi,Chris Hemsworth,Star Trek ,504419,39284,Bruce Greenwood,0.0,box office hit|future|lifted by the throat|star trek|vulcan,http://www.imdb.com/title/tt0796366/?ref_=fn_tt_tt_1,1559.0,English,USA,PG-13,150000000.0,2009.0,12000.0,8.0,2.35,19000,257704099.0
3157,Color,Theodore Witcher,16.0,104.0,28.0,582.0,Nia Long,962.0,Drama|Romance,Leonard Roberts,Love Jones ,2801,3871,Larenz Tate,0.0,african american|cult film|ex boyfriend|middle class|sex,http://www.imdb.com/title/tt0119572/?ref_=fn_tt_tt_1,28.0,English,USA,R,10000000.0,1997.0,826.0,7.4,1.85,1000,12514138.0
2948,Color,John Dahl,128.0,121.0,131.0,599.0,Martin Landau,13000.0,Crime|Drama,Matt Damon,Rounders ,121676,14890,Gretchen Mol,2.0,breasts|cult film|loan shark|poker|reference to christy turlington,http://www.imdb.com/title/tt0128442/?ref_=fn_tt_tt_1,290.0,English,USA,R,12000000.0,1998.0,940.0,7.4,2.35,0,22905674.0
3164,Color,Peter Berg,100.0,100.0,532.0,711.0,Daniel Stern,4000.0,Comedy|Crime|Thriller,Jon Favreau,Very Bad Things ,39331,6046,Jeanne Tripplehorn,0.0,bachelor party|breasts|friend|prostitute|wedding,http://www.imdb.com/title/tt0124198/?ref_=fn_tt_tt_1,481.0,English,USA,R,10000000.0,1998.0,796.0,6.3,1.85,0,9801782.0
2092,Color,Christopher Spencer,61.0,170.0,25.0,55.0,Amber Rose Revah,329.0,Biography|Drama|History,Roma Downey,Son of God ,15448,775,Darwin Shaw,1.0,bare chested male bondage|crucifixion|loincloth|reference to god|resurrection,http://www.imdb.com/title/tt3210686/?ref_=fn_tt_tt_1,174.0,English,USA,PG-13,22000000.0,2014.0,134.0,5.6,2.35,15000,59696176.0
474,Color,Frank Coraci,178.0,102.0,153.0,269.0,Leslie Bibb,3000.0,Comedy|Family|Romance,Rosario Dawson,Zookeeper ,44662,5392,Nicholas Turturro,1.0,champagne bottle|coca cola|jewelry box|red bull|zoo,http://www.imdb.com/title/tt1222817/?ref_=fn_tt_tt_1,127.0,English,USA,PG,80000000.0,2011.0,1000.0,5.2,2.35,0,80360866.0
16,Color,Andrew Adamson,258.0,150.0,80.0,201.0,Pierfrancesco Favino,22000.0,Action|Adventure|Family|Fantasy,Peter Dinklage,The Chronicles of Narnia: Prince Caspian ,149922,22697,Damián Alcázar,4.0,brother brother relationship|brother sister relationship|good versus evil|king|narnia,http://www.imdb.com/title/tt0499448/?ref_=fn_tt_tt_1,438.0,English,USA,PG,225000000.0,2008.0,216.0,6.6,2.35,0,141614023.0
2663,Color,Andrew Fleming,93.0,101.0,26.0,266.0,Rachel True,838.0,Drama|Fantasy|Horror|Thriller,Christine Taylor,The Craft ,57140,1812,Brenda Strong,0.0,coven|occult|outcast|spell|witch,http://www.imdb.com/title/tt0115963/?ref_=fn_tt_tt_1,195.0,English,USA,R,15000000.0,1996.0,328.0,6.2,1.85,6000,24881000.0
3026,Color,David Lean,89.0,200.0,767.0,382.0,Klaus Kinski,597.0,Drama|Romance|War,Julie Christie,Doctor Zhivago ,55816,1966,Geraldine Chaplin,2.0,bolshevik|poet|poetry|russia|russian revolution,http://www.imdb.com/title/tt0059113/?ref_=fn_tt_tt_1,255.0,English,USA,PG-13,11000000.0,1965.0,396.0,8.0,2.35,7000,111722000.0
469,Color,Richard Donner,80.0,135.0,503.0,67.0,Alex McArthur,8000.0,Action|Crime|Mystery|Romance|Thriller,Julia Roberts,Conspiracy Theory ,76099,8355,Michael Potts,1.0,conspiracy|fbi|mk ultra|newsletter|taxi,http://www.imdb.com/title/tt0118883/?ref_=fn_tt_tt_1,162.0,English,USA,R,75000000.0,1997.0,137.0,6.7,2.35,0,76081498.0
